Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Remove Parameter,load_batches,load_batches,lib/training_data.py/TrainingDataGenerator,76.0,71.0,['The parameters [ q_name ] of the method load_batches from the module lib/training_data.py in class TrainingDataGenerator is/are removed'],285fbf1fdb2d85cc20c5ca7c5076245caf6c0625,,,,,,,
Add Parameter,__init__,__init__,lib/model/session.py/KSession,33.0,37.0,['The parameters [ allow_growth ] are added to the method __init__ from the module lib/model/session.py in class KSession'],29a75b90d4e7e9b0aacdc55c7b7d063d629ac889,,,,,,,
Add Parameter,_set_session,_set_session,lib/model/session.py/KSession,95.0,100.0,['The parameters [ allow_growth ] are added to the method _set_session from the module lib/model/session.py in class KSession'],29a75b90d4e7e9b0aacdc55c7b7d063d629ac889,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/mtcnn.py/PNet,108.0,108.0,['The parameters [ allow_growth ] are added to the method __init__ from the module plugins/extract/detect/mtcnn.py in class PNet'],29a75b90d4e7e9b0aacdc55c7b7d063d629ac889,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/mtcnn.py/RNet,131.0,131.0,['The parameters [ allow_growth ] are added to the method __init__ from the module plugins/extract/detect/mtcnn.py in class RNet'],29a75b90d4e7e9b0aacdc55c7b7d063d629ac889,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/mtcnn.py/ONet,161.0,161.0,['The parameters [ allow_growth ] are added to the method __init__ from the module plugins/extract/detect/mtcnn.py in class ONet'],29a75b90d4e7e9b0aacdc55c7b7d063d629ac889,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/mtcnn.py/MTCNN,196.0,196.0,['The parameters [ allow_growth ] are added to the method __init__ from the module plugins/extract/detect/mtcnn.py in class MTCNN'],29a75b90d4e7e9b0aacdc55c7b7d063d629ac889,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/s3fd.py/S3fd,217.0,217.0,['The parameters [ allow_growth ] are added to the method __init__ from the module plugins/extract/detect/s3fd.py in class S3fd'],29a75b90d4e7e9b0aacdc55c7b7d063d629ac889,,,,,,,
Add Parameter,read_image_batch,read_image_batch,lib/image.py,308.0,308.0,['The parameters [ with_metadata ] are added to the method read_image_batch from the module lib/image.py'],29cfdaad460b155e44b093b11afeaaeac9dd645f,,,,,,,
Add Parameter,get_image_paths,get_image_paths,lib/utils.py,164.0,164.0,['The parameters [ extension ] are added to the method get_image_paths from the module lib/utils.py'],29cfdaad460b155e44b093b11afeaaeac9dd645f,,,,,,,
Remove Parameter,__init__,__init__,plugins/train/trainer/_base.py/_Feeder,386.0,327.0,['The parameters [ alignments ] of the method __init__ from the module plugins/train/trainer/_base.py in class _Feeder is/are removed'],29cfdaad460b155e44b093b11afeaaeac9dd645f,,,,,,,
Add Parameter,__init__,__init__,lib/faces_detect.py/DetectedFace,25.0,25.0,['The parameters [ landmarksXY ] are added to the method __init__ from the module lib/faces_detect.py in class DetectedFace'],29eec425944d09e4d198bf9bc5dbce40b61fd7d0,,,,,,,
Extract Method,mux_audio,_rename_tmp_file,plugins/convert/writer/ffmpeg.py/Writer,,, The method _rename_tmp_file from the module plugins/convert/writer/ffmpeg.py in class Writer is extracted from method mux_audio from the module plugins/convert/writer/ffmpeg.py in class Writer ,2a1457f21fa78ebfe555f097081aa8ae4a094135,"(143,143)",189.0,"[153.0, 183.0, 184.0, 185.0]",,,,
Add Parameter,__init__,__init__,lib/utils.py/DebugTimes,618.0,627.0,['The parameters [ show_min show_mean show_max ] are added to the method __init__ from the module lib/utils.py in class DebugTimes'],2a7c18ac1d2da4231ab41cd2f2e29a09ea0f7baa,,,,,,,
Change/Rename Parameter,_basic_layer,_basic_layer,plugins/extract/mask/bisenet_fp.py/ResNet18,193.0,268.0,['The parameters [ bnum ] of the method _basic_layer from the module plugins/extract/mask/bisenet_fp.py in class ResNet18 are changed/renamed to [num_blocks]'],2b39b63e0a07407f67988ad276c8b7e320832f0d,,,,,,,
Change/Rename Parameter,__init__,__init__,plugins/extract/mask/bisenet_fp.py/BiSeNetOutput,279.0,454.0,['The parameters [ mid_chan ] of the method __init__ from the module plugins/extract/mask/bisenet_fp.py in class BiSeNetOutput are changed/renamed to [filters]'],2b39b63e0a07407f67988ad276c8b7e320832f0d,,,,,,,
Rename Method,get_location,_get_location,lib/alignments.py/Alignments,75.0,114.0,['The method get_location from the module lib/alignments.py in class Alignments is renamed to _get_location'],2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,,,,
Rename Method,has_legacy_landmarks_list,_has_legacy_landmarks_list,lib/alignments.py/Alignments,356.0,570.0,['The method has_legacy_landmarks_list from the module lib/alignments.py in class Alignments is renamed to _has_legacy_landmarks_list'],2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,,,,
Rename Method,has_legacy_landmarksxy,_has_legacy_landmarksxy,lib/alignments.py/Alignments,336.0,544.0,['The method has_legacy_landmarksxy from the module lib/alignments.py in class Alignments is renamed to _has_legacy_landmarksxy'],2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,,,,
Rename Method,load,_load,lib/alignments.py/Alignments,100.0,155.0,['The method load from the module lib/alignments.py in class Alignments is renamed to _load'],2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,,,,
Rename Method,test_for_legacy,_test_for_legacy,lib/alignments.py/Alignments,304.0,469.0,['The method test_for_legacy from the module lib/alignments.py in class Alignments is renamed to _test_for_legacy'],2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,,,,
Rename Method,update_file_format,_update_file_format,lib/alignments.py/Alignments,316.0,488.0,['The method update_file_format from the module lib/alignments.py in class Alignments is renamed to _update_file_format'],2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,,,,
Rename Method,update_legacy,_update_legacy,lib/alignments.py/Alignments,288.0,448.0,['The method update_legacy from the module lib/alignments.py in class Alignments is renamed to _update_legacy'],2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,,,,
Rename Method,update_legacy_landmarks_list,_update_legacy_landmarks_list,lib/alignments.py/Alignments,364.0,584.0,['The method update_legacy_landmarks_list from the module lib/alignments.py in class Alignments is renamed to _update_legacy_landmarks_list'],2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,,,,
Rename Method,update_legacy_landmarksxy,_update_legacy_landmarksxy,lib/alignments.py/Alignments,346.0,560.0,['The method update_legacy_landmarksxy from the module lib/alignments.py in class Alignments is renamed to _update_legacy_landmarksxy'],2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,,,,
Change/Rename Parameter,frame_exists,frame_exists,lib/alignments.py/Alignments,142.0,202.0,['The parameters [ frame ] of the method frame_exists from the module lib/alignments.py in class Alignments are changed/renamed to [frame_name]'],2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,,,,
Rename Method,load,_load,scripts/fsmedia.py/Alignments,109.0,109.0,['The method load from the module scripts/fsmedia.py in class Alignments is renamed to _load'],2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,,,,
Push Down Method,reload,reload,,,, method reload from the module lib/alignments.py in class Alignments was moved to class AlignmentData of module tools/lib_alignments/media.py ,2b5b871156836aa49fab3f7f636acab1d01d9b6b,,,,lib/alignments.py/Alignments,tools/lib_alignments/media.py/AlignmentData,113.0,62.0
Add Parameter,_create_image,_create_image,tools/mask/mask.py/Mask,399.0,406.0,['The parameters [ mask_type ] are added to the method _create_image from the module tools/mask/mask.py in class Mask'],2b896df4983688750dc6627fa7545bfe723470f2,,,,,,,
Change Return Type,_cache_closest_matches,_cache_closest_matches,lib/training/generator.py/TrainingDataGenerator,827.0,562.0,['The return type of method _cache_closest_matches from the module lib/training/generator.py in class TrainingDataGenerator is updated'],2beceffad9b15c1fd78f06b9b272563321c5a41e,,,,,,,
Change Return Type,output_shapes,output_shapes,plugins/train/model/_base/model.py/ModelBase,206.0,206.0,['The return type of method output_shapes from the module plugins/train/model/_base/model.py in class ModelBase is updated'],2beceffad9b15c1fd78f06b9b272563321c5a41e,,,,,,,
Change Return Type,_collate_and_store_loss,_collate_and_store_loss,plugins/train/trainer/_base.py/TrainerBase,265.0,272.0,['The return type of method _collate_and_store_loss from the module plugins/train/trainer/_base.py in class TrainerBase is updated'],2beceffad9b15c1fd78f06b9b272563321c5a41e,,,,,,,
Extract Method,train_one_step,_update_viewers,plugins/train/trainer/_base.py/TrainerBase,,, The method _update_viewers from the module plugins/train/trainer/_base.py in class TrainerBase is extracted from method train_one_step from the module plugins/train/trainer/_base.py in class TrainerBase ,2beceffad9b15c1fd78f06b9b272563321c5a41e,"(150,164)",327.0,"[229.0, 230.0, 231.0, 232.0, 236.0, 237.0]",,,,
Change Return Type,_set_preview_feed,_set_preview_feed,plugins/train/trainer/_base.py/_Feeder,389.0,432.0,['The return type of method _set_preview_feed from the module plugins/train/trainer/_base.py in class _Feeder is updated'],2beceffad9b15c1fd78f06b9b272563321c5a41e,,,,,,,
Change Return Type,_compile_masked,_compile_masked,plugins/train/trainer/_base.py/_Samples,830.0,842.0,['The return type of method _compile_masked from the module plugins/train/trainer/_base.py in class _Samples is updated'],2beceffad9b15c1fd78f06b9b272563321c5a41e,,,,,,,
Change Return Type,_duplicate_headers,_duplicate_headers,plugins/train/trainer/_base.py/_Samples,938.0,950.0,['The return type of method _duplicate_headers from the module plugins/train/trainer/_base.py in class _Samples is updated'],2beceffad9b15c1fd78f06b9b272563321c5a41e,,,,,,,
Change Return Type,_get_predictions,_get_predictions,plugins/train/trainer/_base.py/_Samples,713.0,677.0,['The return type of method _get_predictions from the module plugins/train/trainer/_base.py in class _Samples is updated'],2beceffad9b15c1fd78f06b9b272563321c5a41e,,,,,,,
Change Return Type,_to_full_frame,_to_full_frame,plugins/train/trainer/_base.py/_Samples,754.0,759.0,['The return type of method _to_full_frame from the module plugins/train/trainer/_base.py in class _Samples is updated'],2beceffad9b15c1fd78f06b9b272563321c5a41e,,,,,,,
Extract Method,show_sample,_compile_preview,plugins/train/trainer/_base.py/_Samples,,, The method _compile_preview from the module plugins/train/trainer/_base.py in class _Samples is extracted from method show_sample from the module plugins/train/trainer/_base.py in class _Samples ,2beceffad9b15c1fd78f06b9b272563321c5a41e,"(634,624)",718.0,"[658.0, 659.0, 660.0, 662.0, 663.0, 664.0, 666.0, 669.0, 672.0, 674.0, 675.0, 676.0, 677.0, 678.0, 679.0, 681.0, 682.0]",,,,
Add Parameter,get_faces_alignments,get_faces_alignments,lib/cli.py/DirectoryProcessor,101.0,101.0,['The parameters [ image ] are added to the method get_faces_alignments from the module lib/cli.py in class DirectoryProcessor'],2cdf8a903aec67af4a1b56a346f1ab0d55615b12,,,,,,,
Change Return Type,_get_extractor,_get_extractor,tools/mask/mask.py/Mask,103.0,110.0,['The return type of method _get_extractor from the module tools/mask/mask.py in class Mask is updated'],2d312a9db228c025d0bd2ea7a4f747a2c644b5d8,,,,,,,
Change Return Type,_set_saver,_set_saver,tools/mask/mask.py/Mask,77.0,84.0,['The return type of method _set_saver from the module tools/mask/mask.py in class Mask is updated'],2d312a9db228c025d0bd2ea7a4f747a2c644b5d8,,,,,,,
Extract Method,_input_faces,_process_face,tools/mask/mask.py/Mask,,, The method _process_face from the module tools/mask/mask.py in class Mask is extracted from method _input_faces from the module tools/mask/mask.py in class Mask ,2d312a9db228c025d0bd2ea7a4f747a2c644b5d8,"(147,215)",172.0,"[177.0, 178.0, 179.0, 180.0, 181.0, 182.0, 184.0, 185.0, 190.0, 191.0, 192.0, 193.0, 195.0, 201.0]",,,,
Extract Method,read_stdout,_process_training_stdout,lib/gui/wrapper.py/FaceswapControl,,, The method _process_training_stdout from the module lib/gui/wrapper.py in class FaceswapControl is extracted from method read_stdout from the module lib/gui/wrapper.py in class FaceswapControl ,2e8ef5e3c8f2df0f1cca9b342baa8aaa6f620650,"(187,237)",211.0,"[207.0, 208.0, 211.0, 214.0, 215.0, 220.0]",,,,
Add Parameter,__init__,__init__,lib/training/preview_tk.py/_PreviewCanvas,225.0,261.0,['The parameters [ is_standalone ] are added to the method __init__ from the module lib/training/preview_tk.py in class _PreviewCanvas'],2e8ef5e3c8f2df0f1cca9b342baa8aaa6f620650,,,,,,,
Add Parameter,__init__,__init__,lib/training/preview_tk.py/_Image,353.0,399.0,['The parameters [ is_standalone ] are added to the method __init__ from the module lib/training/preview_tk.py in class _Image'],2e8ef5e3c8f2df0f1cca9b342baa8aaa6f620650,,,,,,,
Add Parameter,__init__,__init__,lib/training/preview_tk.py/_Bindings,479.0,534.0,['The parameters [ is_standalone ] are added to the method __init__ from the module lib/training/preview_tk.py in class _Bindings'],2e8ef5e3c8f2df0f1cca9b342baa8aaa6f620650,,,,,,,
Add Parameter,_set_key_bindings,_set_key_bindings,lib/training/preview_tk.py/_Bindings,571.0,630.0,['The parameters [ is_standalone ] are added to the method _set_key_bindings from the module lib/training/preview_tk.py in class _Bindings'],2e8ef5e3c8f2df0f1cca9b342baa8aaa6f620650,,,,,,,
Add Parameter,__init__,__init__,lib/training/preview_tk.py/PreviewTk,605.0,673.0,['The parameters [ taskbar ] are added to the method __init__ from the module lib/training/preview_tk.py in class PreviewTk'],2e8ef5e3c8f2df0f1cca9b342baa8aaa6f620650,,,,,,,
Add Parameter,__init__,__init__,tools/alignments/media.py/MediaLoader,76.0,79.0,['The parameters [ count ] are added to the method __init__ from the module tools/alignments/media.py in class MediaLoader'],30872ef265c0fc29465f4c3a0778d0049f8c3897,,,,,,,
Add Parameter,__init__,__init__,lib/vgg_face2_keras.py/VGGFace2,41.0,41.0,['The parameters [ allow_growth ] are added to the method __init__ from the module lib/vgg_face2_keras.py in class VGGFace2'],30acca85411f39715e1ddea2773a7440401e8975,,,,,,,
Add Parameter,_get_model,_get_model,lib/vgg_face2_keras.py/VGGFace2,55.0,55.0,['The parameters [ allow_growth ] are added to the method _get_model from the module lib/vgg_face2_keras.py in class VGGFace2'],30acca85411f39715e1ddea2773a7440401e8975,,,,,,,
Remove Parameter,convert_dfl_alignment,convert_dfl_alignment,tools/alignments.py/Reformat,438.0,421.0,['The parameters [ sourcefile ] of the method convert_dfl_alignment from the module tools/alignments.py in class Reformat is/are removed'],30e8a72933ece4470bcd112c6e1e6a3162fe0595,,,,,,,
Extract Method,rearrange_columns,validate,lib/gui/control_helper.py/AutoFillContainer,,, The method validate from the module lib/gui/control_helper.py in class AutoFillContainer is extracted from method rearrange_columns from the module lib/gui/control_helper.py in class AutoFillContainer ,3159cb6eca130e9b6e2de7762abab1c173923007,"(270,452)",467.0,"[273.0, 276.0, 277.0, 278.0, 279.0]",,,,
Remove Parameter,build_control,build_control,lib/gui/control_helper.py/ControlBuilder,519.0,639.0,['The parameters [ choices dtype rounding min_max sysbrowser option_columns control_width ] of the method build_control from the module lib/gui/control_helper.py in class ControlBuilder is/are removed'],3159cb6eca130e9b6e2de7762abab1c173923007,,,,,,,
Remove Parameter,radio_control,radio_control,lib/gui/control_helper.py/ControlBuilder,573.0,675.0,['The parameters [ choices columns ] of the method radio_control from the module lib/gui/control_helper.py in class ControlBuilder is/are removed'],3159cb6eca130e9b6e2de7762abab1c173923007,,,,,,,
